nutrition,value,measure,food_product,pr_daily_norm
"Vitamin C, total ascorbic acid",4.4,MG,lasagna,4.888888888888889
Thiamin,0.056,MG,lasagna,4.666666666666667
Riboflavin,0.056,MG,lasagna,4.3076923076923075
Niacin,1.6,MG,lasagna,10.0
Vitamin B-6,0.139,MG,lasagna,8.176470588235295
Vitamin B-12,0.83,UG,lasagna,34.583333333333336
"Choline, total",17.2,MG,lasagna,3.127272727272727
Vitamin K (phylloquinone),6.6,UG,lasagna,5.5
"Folate, DFE",23.0,UG,lasagna,5.75
Cholesterol,16.0,MG,lasagna,5.333333333333334
"Fatty acids, total saturated",2.32,G,lasagna,11.6
Protein,1.57,G,leafy green,3.1400000000000006
Total lipid (fat),1.98,G,leafy green,2.5384615384615383
"Carbohydrate, by difference",6.52,G,leafy green,2.370909090909091
"Fiber, total dietary",1.2,G,leafy green,4.285714285714286
"Calcium, Ca",31.0,MG,leafy green,2.3846153846153846
"Iron, Fe",0.56,MG,leafy green,3.111111111111111
"Magnesium, Mg",8.0,MG,leafy green,1.9047619047619049
"Phosphorus, P",27.0,MG,leafy green,2.16
"Potassium, K",141,MG,leafy green,3.0
"Sodium, Na",308,MG,leafy green,13.391304347826086
"Zinc, Zn",0.42,MG,leafy green,3.818181818181818
"Copper, Cu",0.082,MG,leafy green,9.11111111111111
"Selenium, Se",1.4,UG,leafy green,2.545454545454545
"Vitamin A, RAE",56.0,UG,leafy green,6.222222222222222
Vitamin E (alpha-tocopherol),0.34,MG,leafy green,2.2666666666666666
Vitamin D (D2 + D3),0.0,UG,leafy green,0.0
"Vitamin C, total ascorbic acid",6.6,MG,leafy green,7.333333333333333
Thiamin,0.041,MG,leafy green,3.416666666666667
Riboflavin,0.049,MG,leafy green,3.769230769230769
Niacin,0.503,MG,leafy green,3.14375
Vitamin B-6,0.051,MG,leafy green,3.0
Vitamin B-12,0.0,UG,leafy green,0.0
"Choline, total",10.2,MG,leafy green,1.8545454545454545
Vitamin K (phylloquinone),22.5,UG,leafy green,18.75
"Folate, DFE",23.0,UG,leafy green,5.75
Cholesterol,1.0,MG,leafy green,0.33333333333333337
"Fatty acids, total saturated",0.343,G,leafy green,1.7150000000000003
Protein,1.57,G,leek,3.1400000000000006
Total lipid (fat),3.05,G,leek,3.91025641025641
"Carbohydrate, by difference",14.7,G,leek,5.345454545454545
"Fiber, total dietary",1.9,G,leek,6.785714285714286
"Calcium, Ca",62.0,MG,leek,4.769230769230769
"Iron, Fe",2.19,MG,leek,12.166666666666666
"Magnesium, Mg",29.0,MG,leek,6.904761904761905
"Phosphorus, P",37.0,MG,leek,2.96
"Potassium, K",188,MG,leek,4.0
"Sodium, Na",151,MG,leek,6.565217391304349
"Zinc, Zn",0.13,MG,leek,1.1818181818181819
"Copper, Cu",0.125,MG,leek,13.88888888888889
"Selenium, Se",1.0,UG,leek,1.8181818181818181
"Vitamin A, RAE",94.0,UG,leek,10.444444444444445
Vitamin E (alpha-tocopherol),1.32,MG,leek,8.8
Vitamin D (D2 + D3),0.0,UG,leek,0.0
"Vitamin C, total ascorbic acid",10.6,MG,leek,11.777777777777777
Thiamin,0.056,MG,leek,4.666666666666667
Riboflavin,0.03,MG,leek,2.3076923076923075
Niacin,0.396,MG,leek,2.475
Vitamin B-6,0.236,MG,leek,13.882352941176471
Vitamin B-12,0.0,UG,leek,0.0
"Choline, total",10.1,MG,leek,1.8363636363636364
Vitamin K (phylloquinone),51.3,UG,leek,42.75
"Folate, DFE",57.0,UG,leek,14.249999999999998
Cholesterol,2.0,MG,leek,0.6666666666666667
"Fatty acids, total saturated",0.762,G,leek,3.81
Protein,1.34,G,legume,2.68
Total lipid (fat),2.15,G,legume,2.7564102564102564
"Carbohydrate, by difference",29.6,G,legume,10.763636363636364
"Fiber, total dietary",1.8,G,legume,6.42857142857143
"Calcium, Ca",39.0,MG,legume,3.0
"Iron, Fe",0.12,MG,legume,0.6666666666666666
"Magnesium, Mg",8.0,MG,legume,1.9047619047619049
"Phosphorus, P",37.0,MG,legume,2.96
"Potassium, K",134,MG,legume,2.851063829787234
"Sodium, Na",62.0,MG,legume,2.6956521739130435
"Zinc, Zn",0.14,MG,legume,1.2727272727272727
"Copper, Cu",0.025,MG,legume,2.777777777777778
"Selenium, Se",0.4,UG,legume,0.7272727272727273
"Vitamin A, RAE",5.0,UG,legume,0.5555555555555556
Vitamin E (alpha-tocopherol),0.25,MG,legume,1.6666666666666667
Vitamin D (D2 + D3),0.0,UG,legume,0.0
"Vitamin C, total ascorbic acid",3.6,MG,legume,4.0
Thiamin,0.038,MG,legume,3.166666666666667
Riboflavin,0.084,MG,legume,6.461538461538462
Niacin,0.105,MG,legume,0.65625
Vitamin B-6,0.045,MG,legume,2.6470588235294117
Vitamin B-12,0.08,UG,legume,3.3333333333333335
"Choline, total",4.6,MG,legume,0.8363636363636363
Vitamin K (phylloquinone),2.1,UG,legume,1.7500000000000002
"Folate, DFE",3.0,UG,legume,0.75
Cholesterol,2.0,MG,legume,0.6666666666666667
"Fatty acids, total saturated",0.64,G,legume,3.2
"Vitamin A, RAE",15.0,UG,lemon,1.6666666666666667
Vitamin K (phylloquinone),5.3,UG,lemon,4.416666666666667
Vitamin E (alpha-tocopherol),0.34,MG,lemon,2.2666666666666666
"Choline, total",21.8,MG,lemon,3.963636363636364
"Folate, DFE",68.0,UG,lemon,17.0
"Calcium, Ca",46.0,MG,lemon,3.5384615384615383
"Potassium, K",83.0,MG,lemon,1.7659574468085106
"Zinc, Zn",0.54,MG,lemon,4.909090909090909
Total lipid (fat),18.5,G,lemon,23.717948717948715
"Carbohydrate, by difference",47.8,G,lemon,17.381818181818183
Niacin,1.99,MG,lemon,12.4375
Pantothenic acid,0.634,MG,lemon,12.68
"Fiber, total dietary",1.9,G,lemon,6.785714285714286
"Iron, Fe",1.77,MG,lemon,9.833333333333332
"Magnesium, Mg",15.0,MG,lemon,3.571428571428571
"Phosphorus, P",89.0,MG,lemon,7.12
Protein,5.4,G,lemon,10.8
"Copper, Cu",0.065,MG,lemon,7.222222222222223
"Manganese, Mn",0.253,MG,lemon,11.000000000000002
"Vitamin C, total ascorbic acid",3.9,MG,lemon,4.333333333333334
Thiamin,0.263,MG,lemon,21.916666666666668
Riboflavin,0.22,MG,lemon,16.92307692307692
Vitamin B-12,0.09,UG,lemon,3.75
"Sodium, Na",445,MG,lemon,19.34782608695652
Vitamin B-6,0.043,MG,lemon,2.5294117647058822
Cholesterol,114,MG,lemon,38.0
"Fatty acids, total saturated",4.86,G,lemon,24.3
Vitamin D (D2 + D3),0.0,UG,lemon,0.0
"Selenium, Se",14.8,UG,lemon,26.90909090909091
Vitamin K (phylloquinone),0.0,UG,lemon juice,0.0
Vitamin E (alpha-tocopherol),0.15,MG,lemon juice,1.0
"Choline, total",5.1,MG,lemon juice,0.9272727272727272
Cholesterol,0.0,MG,lemon juice,0.0
Vitamin B-12,0.0,UG,lemon juice,0.0
Vitamin D (D2 + D3),0.0,UG,lemon juice,0.0
"Vitamin C, total ascorbic acid",38.7,MG,lemon juice,43.00000000000001
Thiamin,0.024,MG,lemon juice,2.0
Riboflavin,0.015,MG,lemon juice,1.1538461538461537
"Vitamin A, RAE",0.0,UG,lemon juice,0.0
Protein,0.35,G,lemon juice,0.7
"Fatty acids, total saturated",0.04,G,lemon juice,0.2
"Fiber, total dietary",0.3,G,lemon juice,1.0714285714285714
"Iron, Fe",0.08,MG,lemon juice,0.4444444444444444
"Magnesium, Mg",6.0,MG,lemon juice,1.4285714285714286
"Phosphorus, P",8.0,MG,lemon juice,0.64
"Sodium, Na",1.0,MG,lemon juice,0.043478260869565216
"Copper, Cu",0.016,MG,lemon juice,1.7777777777777777
"Manganese, Mn",0.012,MG,lemon juice,0.5217391304347827
"Folate, DFE",20.0,UG,lemon juice,5.0
Niacin,0.091,MG,lemon juice,0.56875
Pantothenic acid,0.131,MG,lemon juice,2.62
Vitamin B-6,0.046,MG,lemon juice,2.705882352941176
"Calcium, Ca",6.0,MG,lemon juice,0.46153846153846156
"Potassium, K",103,MG,lemon juice,2.1914893617021276
"Zinc, Zn",0.05,MG,lemon juice,0.4545454545454546
Total lipid (fat),0.24,G,lemon juice,0.3076923076923077
"Carbohydrate, by difference",6.9,G,lemon juice,2.5090909090909093
"Selenium, Se",0.1,UG,lemon juice,0.18181818181818182
Protein,1.3,G,lemongrass,2.6
"Fiber, total dietary",1.5,G,lemongrass,5.357142857142857
"Iron, Fe",0.0,MG,lemongrass,0.0
"Sodium, Na",145,MG,lemongrass,6.304347826086956
"Vitamin C, total ascorbic acid",0.0,MG,lemongrass,0.0
Cholesterol,0.0,MG,lemongrass,0.0
"Fatty acids, total saturated",0.35,G,lemongrass,1.7499999999999998
Total lipid (fat),1.06,G,lemongrass,1.358974358974359
"Carbohydrate, by difference",8.2,G,lemongrass,2.9818181818181815
"Calcium, Ca",23.0,MG,lemongrass,1.7692307692307692
Protein,3.67,G,lentil,7.339999999999999
Total lipid (fat),5.61,G,lentil,7.1923076923076925
"Carbohydrate, by difference",12.3,G,lentil,4.472727272727273
"Fiber, total dietary",3.4,G,lentil,12.142857142857142
"Calcium, Ca",25.0,MG,lentil,1.9230769230769231
"Iron, Fe",1.44,MG,lentil,8.0
"Magnesium, Mg",23.0,MG,lentil,5.476190476190476
"Phosphorus, P",78.0,MG,lentil,6.239999999999999
"Potassium, K",292,MG,lentil,6.212765957446809
"Sodium, Na",383,MG,lentil,16.652173913043477
"Zinc, Zn",0.59,MG,lentil,5.363636363636363
"Copper, Cu",0.153,MG,lentil,17.0
"Selenium, Se",1.5,UG,lentil,2.727272727272727
"Vitamin A, RAE",36.0,UG,lentil,4.0
Vitamin E (alpha-tocopherol),1.28,MG,lentil,8.533333333333333
Vitamin D (D2 + D3),0.0,UG,lentil,0.0
"Vitamin C, total ascorbic acid",7.4,MG,lentil,8.222222222222223
Thiamin,0.07,MG,lentil,5.833333333333334
Riboflavin,0.058,MG,lentil,4.461538461538462
Niacin,0.79,MG,lentil,4.9375
Vitamin B-6,0.13,MG,lentil,7.647058823529412
Vitamin B-12,0.01,UG,lentil,0.4166666666666667
"Choline, total",19.1,MG,lentil,3.472727272727273
Vitamin K (phylloquinone),9.0,UG,lentil,7.5
"Folate, DFE",62.0,UG,lentil,15.5
Cholesterol,0.0,MG,lentil,0.0
"Fatty acids, total saturated",1.3,G,lentil,6.5
Protein,1.13,G,lettuce,2.26
Total lipid (fat),0.14,G,lettuce,0.17948717948717952
"Carbohydrate, by difference",2.92,G,lettuce,1.0618181818181818
"Fiber, total dietary",1.2,G,lettuce,4.285714285714286
"Calcium, Ca",27.0,MG,lettuce,2.076923076923077
"Iron, Fe",0.64,MG,lettuce,3.5555555555555554
"Magnesium, Mg",10.0,MG,lettuce,2.380952380952381
"Phosphorus, P",24.0,MG,lettuce,1.92
"Potassium, K",168,MG,lettuce,3.5744680851063833
"Sodium, Na",19.0,MG,lettuce,0.826086956521739
"Zinc, Zn",0.16,MG,lettuce,1.4545454545454546
"Copper, Cu",0.027,MG,lettuce,3.0
"Selenium, Se",0.4,UG,lettuce,0.7272727272727273
"Vitamin A, RAE",198,UG,lettuce,22.0
Vitamin E (alpha-tocopherol),0.2,MG,lettuce,1.3333333333333335
Vitamin D (D2 + D3),0.0,UG,lettuce,0.0
"Vitamin C, total ascorbic acid",6.0,MG,lettuce,6.666666666666667
Thiamin,0.056,MG,lettuce,4.666666666666667
Riboflavin,0.053,MG,lettuce,4.076923076923077
Niacin,0.249,MG,lettuce,1.55625
Vitamin B-6,0.066,MG,lettuce,3.882352941176471
Vitamin B-12,0.0,UG,lettuce,0.0
"Choline, total",10.2,MG,lettuce,1.8545454545454545
Vitamin K (phylloquinone),75.2,UG,lettuce,62.66666666666667
"Folate, DFE",34.0,UG,lettuce,8.5
Cholesterol,0.0,MG,lettuce,0.0
"Fatty acids, total saturated",0.019,G,lettuce,0.095
Protein,7.25,G,lima bean,14.499999999999998
Total lipid (fat),6.86,G,lima bean,8.794871794871796
"Carbohydrate, by difference",19.4,G,lima bean,7.054545454545454
"Fiber, total dietary",6.5,G,lima bean,23.214285714285715
"Calcium, Ca",16.0,MG,lima bean,1.2307692307692308
"Iron, Fe",2.23,MG,lima bean,12.388888888888888
"Magnesium, Mg",40.0,MG,lima bean,9.523809523809524
"Phosphorus, P",103,MG,lima bean,8.24
"Potassium, K",472,MG,lima bean,10.042553191489361
"Sodium, Na",218,MG,lima bean,9.478260869565219
"Zinc, Zn",0.88,MG,lima bean,8.0
"Copper, Cu",0.218,MG,lima bean,24.22222222222222
"Selenium, Se",4.2,UG,lima bean,7.636363636363637
"Vitamin A, RAE",0.0,UG,lima bean,0.0
Vitamin E (alpha-tocopherol),1.22,MG,lima bean,8.133333333333333
Vitamin D (D2 + D3),0.0,UG,lima bean,0.0
"Vitamin C, total ascorbic acid",0.0,MG,lima bean,0.0
Thiamin,0.142,MG,lima bean,11.833333333333334
Riboflavin,0.049,MG,lima bean,3.769230769230769
Niacin,0.372,MG,lima bean,2.325
Vitamin B-6,0.142,MG,lima bean,8.352941176470589
Vitamin B-12,0.0,UG,lima bean,0.0
"Choline, total",30.2,MG,lima bean,5.49090909090909
Vitamin K (phylloquinone),9.0,UG,lima bean,7.5
"Folate, DFE",73.0,UG,lima bean,18.25
Cholesterol,0.0,MG,lima bean,0.0
"Fatty acids, total saturated",0.972,G,lima bean,4.859999999999999
Protein,8.72,G,lime,17.44
Total lipid (fat),14.9,G,lime,19.102564102564106
"Carbohydrate, by difference",40.0,G,lime,14.545454545454545
"Fiber, total dietary",1.3,G,lime,4.642857142857143
"Calcium, Ca",41.0,MG,lime,3.1538461538461537
"Iron, Fe",1.36,MG,lime,7.555555555555555
"Magnesium, Mg",23.0,MG,lime,5.476190476190476
"Phosphorus, P",148,MG,lime,11.84
"Potassium, K",149,MG,lime,3.1702127659574466
"Sodium, Na",79.0,MG,lime,3.4347826086956523
"Zinc, Zn",1.32,MG,lime,12.000000000000002
"Copper, Cu",0.152,MG,lime,16.88888888888889
"Selenium, Se",19.6,UG,lime,35.63636363636364
"Vitamin A, RAE",110,UG,lime,12.222222222222221
Vitamin E (alpha-tocopherol),0.84,MG,lime,5.6000000000000005
Vitamin D (D2 + D3),1.5,UG,lime,7.5
"Vitamin C, total ascorbic acid",5.0,MG,lime,5.555555555555555
Thiamin,0.109,MG,lime,9.083333333333334
Riboflavin,0.267,MG,lime,20.53846153846154
Niacin,0.156,MG,lime,0.975
Vitamin B-6,0.067,MG,lime,3.9411764705882355
Vitamin B-12,0.5,UG,lime,20.833333333333336
"Choline, total",169,MG,lime,30.727272727272727
Vitamin K (phylloquinone),0.7,UG,lime,0.5833333333333333
"Folate, DFE",36.0,UG,lime,9.0
Cholesterol,250,MG,lime,83.33333333333334
"Fatty acids, total saturated",2.69,G,lime,13.450000000000001
Protein,0.42,G,lime juice,0.84
"Fiber, total dietary",0.4,G,lime juice,1.4285714285714286
"Iron, Fe",0.09,MG,lime juice,0.5
"Magnesium, Mg",8.0,MG,lime juice,1.9047619047619049
"Phosphorus, P",14.0,MG,lime juice,1.1199999999999999
"Sodium, Na",2.0,MG,lime juice,0.08695652173913043
"Copper, Cu",0.027,MG,lime juice,3.0
"Manganese, Mn",0.018,MG,lime juice,0.782608695652174
"Vitamin C, total ascorbic acid",30.0,MG,lime juice,33.33333333333333
Thiamin,0.025,MG,lime juice,2.0833333333333335
Riboflavin,0.015,MG,lime juice,1.1538461538461537
Vitamin K (phylloquinone),0.6,UG,lime juice,0.5
"Vitamin A, RAE",2.0,UG,lime juice,0.2222222222222222
Total lipid (fat),0.07,G,lime juice,0.08974358974358976
Niacin,0.142,MG,lime juice,0.8875
Pantothenic acid,0.123,MG,lime juice,2.46
Vitamin B-6,0.038,MG,lime juice,2.235294117647059
"Calcium, Ca",14.0,MG,lime juice,1.0769230769230769
"Potassium, K",117,MG,lime juice,2.4893617021276593
"Zinc, Zn",0.08,MG,lime juice,0.7272727272727273
"Selenium, Se",0.1,UG,lime juice,0.18181818181818182
Vitamin E (alpha-tocopherol),0.22,MG,lime juice,1.4666666666666666
"Choline, total",5.1,MG,lime juice,0.9272727272727272
"Fatty acids, total saturated",0.008,G,lime juice,0.04
"Folate, DFE",10.0,UG,lime juice,2.5
"Carbohydrate, by difference",8.42,G,lime juice,3.061818181818182
Vitamin B-12,0.0,UG,lime juice,0.0
Cholesterol,0.0,MG,lime juice,0.0
Vitamin D (D2 + D3),0.0,UG,lime juice,0.0
Protein,0.0,G,lingonberry,0.0
Total lipid (fat),0.0,G,lingonberry,0.0
"Carbohydrate, by difference",44.4,G,lingonberry,16.145454545454545
"Fiber, total dietary",1.4,G,lingonberry,5.0
"Sodium, Na",194,MG,lingonberry,8.434782608695652
Protein,0.0,G,liqueur,0.0
Total lipid (fat),0.3,G,liqueur,0.3846153846153846
"Carbohydrate, by difference",41.6,G,liqueur,15.127272727272729
"Fiber, total dietary",0.0,G,liqueur,0.0
"Calcium, Ca",0.0,MG,liqueur,0.0
"Iron, Fe",0.07,MG,liqueur,0.3888888888888889
"Magnesium, Mg",0.0,MG,liqueur,0.0
"Phosphorus, P",0.0,MG,liqueur,0.0
"Potassium, K",0.0,MG,liqueur,0.0
"Sodium, Na",5.0,MG,liqueur,0.21739130434782608
"Zinc, Zn",0.04,MG,liqueur,0.36363636363636365
"Copper, Cu",0.08,MG,liqueur,8.88888888888889
"Selenium, Se",0.4,UG,liqueur,0.7272727272727273
"Vitamin A, RAE",0.0,UG,liqueur,0.0
Vitamin E (alpha-tocopherol),0.0,MG,liqueur,0.0
Vitamin D (D2 + D3),0.0,UG,liqueur,0.0
"Vitamin C, total ascorbic acid",0.0,MG,liqueur,0.0
Thiamin,0.0,MG,liqueur,0.0
Riboflavin,0.0,MG,liqueur,0.0
Niacin,0.003,MG,liqueur,0.01875
Vitamin B-6,0.0,MG,liqueur,0.0
Vitamin B-12,0.0,UG,liqueur,0.0
"Choline, total",0.0,MG,liqueur,0.0
Vitamin K (phylloquinone),0.0,UG,liqueur,0.0
"Folate, DFE",0.0,UG,liqueur,0.0
Cholesterol,0.0,MG,liqueur,0.0
"Fatty acids, total saturated",0.014,G,liqueur,0.06999999999999999
Protein,20.9,G,lobster,41.8
Total lipid (fat),0.95,G,lobster,1.217948717948718
"Carbohydrate, by difference",0.0,G,lobster,0.0
"Fiber, total dietary",0.0,G,lobster,0.0
"Calcium, Ca",106,MG,lobster,8.153846153846153
"Iron, Fe",0.33,MG,lobster,1.8333333333333333
"Magnesium, Mg",48.0,MG,lobster,11.428571428571429
"Phosphorus, P",204,MG,lobster,16.32
"Potassium, K",253,MG,lobster,5.382978723404255
"Sodium, Na",535,MG,lobster,23.26086956521739
"Zinc, Zn",4.47,MG,lobster,40.63636363636363
"Copper, Cu",1.71,MG,lobster,190.0
"Selenium, Se",80.5,UG,lobster,146.36363636363637
"Vitamin A, RAE",1.0,UG,lobster,0.1111111111111111
Vitamin E (alpha-tocopherol),1.1,MG,lobster,7.333333333333333
Vitamin D (D2 + D3),0.0,UG,lobster,0.0
"Vitamin C, total ascorbic acid",0.0,MG,lobster,0.0
Thiamin,0.022,MG,lobster,1.8333333333333333
Riboflavin,0.017,MG,lobster,1.3076923076923077
Niacin,1.91,MG,lobster,11.9375
Vitamin B-6,0.118,MG,lobster,6.9411764705882355
Vitamin B-12,1.34,UG,lobster,55.833333333333336
"Choline, total",89.0,MG,lobster,16.18181818181818
Vitamin K (phylloquinone),0.0,UG,lobster,0.0
"Folate, DFE",9.0,UG,lobster,2.25
Cholesterol,161,MG,lobster,53.666666666666664
"Fatty acids, total saturated",0.229,G,lobster,1.145
Protein,0.83,G,lychee,1.66
Total lipid (fat),0.44,G,lychee,0.5641025641025641
"Carbohydrate, by difference",16.5,G,lychee,6.0
"Fiber, total dietary",1.3,G,lychee,4.642857142857143
"Calcium, Ca",5.0,MG,lychee,0.38461538461538464
"Iron, Fe",0.31,MG,lychee,1.7222222222222223
"Magnesium, Mg",10.0,MG,lychee,2.380952380952381
"Phosphorus, P",31.0,MG,lychee,2.48
"Potassium, K",171,MG,lychee,3.638297872340426
"Sodium, Na",1.0,MG,lychee,0.043478260869565216
"Zinc, Zn",0.07,MG,lychee,0.6363636363636364
"Copper, Cu",0.148,MG,lychee,16.444444444444443
"Selenium, Se",0.6,UG,lychee,1.0909090909090908
"Vitamin A, RAE",0.0,UG,lychee,0.0
Vitamin E (alpha-tocopherol),0.07,MG,lychee,0.46666666666666673
Vitamin D (D2 + D3),0.0,UG,lychee,0.0
"Vitamin C, total ascorbic acid",71.5,MG,lychee,79.44444444444444
Thiamin,0.011,MG,lychee,0.9166666666666666
Riboflavin,0.065,MG,lychee,5.0
Niacin,0.603,MG,lychee,3.76875
Vitamin B-6,0.1,MG,lychee,5.882352941176471
Vitamin B-12,0.0,UG,lychee,0.0
"Choline, total",7.1,MG,lychee,1.2909090909090908
Vitamin K (phylloquinone),0.4,UG,lychee,0.33333333333333337
"Folate, DFE",14.0,UG,lychee,3.5000000000000004
Cholesterol,0.0,MG,lychee,0.0
"Fatty acids, total saturated",0.099,G,lychee,0.49500000000000005
Vitamin D (D2 + D3),0.0,UG,macadamia nut,0.0
"Fatty acids, total saturated",12.1,G,macadamia nut,60.5
"Folate, DFE",11.0,UG,macadamia nut,2.75
"Carbohydrate, by difference",13.8,G,macadamia nut,5.0181818181818185
"Vitamin A, RAE",0.0,UG,macadamia nut,0.0
"Selenium, Se",3.6,UG,macadamia nut,6.545454545454546
Vitamin B-12,0.0,UG,macadamia nut,0.0
Cholesterol,0.0,MG,macadamia nut,0.0
Protein,7.91,G,macadamia nut,15.82
"Vitamin C, total ascorbic acid",1.2,MG,macadamia nut,1.3333333333333333
Thiamin,1.2,MG,macadamia nut,100.0
Riboflavin,0.162,MG,macadamia nut,12.461538461538462
"Fiber, total dietary",8.6,G,macadamia nut,30.71428571428571
"Iron, Fe",3.69,MG,macadamia nut,20.5
"Magnesium, Mg",130,MG,macadamia nut,30.952380952380953
"Phosphorus, P",188,MG,macadamia nut,15.040000000000001
"Sodium, Na",5.0,MG,macadamia nut,0.21739130434782608
"Copper, Cu",0.756,MG,macadamia nut,84.0
"Manganese, Mn",4.13,MG,macadamia nut,179.56521739130434
Vitamin E (alpha-tocopherol),0.54,MG,macadamia nut,3.6000000000000005
"Calcium, Ca",85.0,MG,macadamia nut,6.538461538461539
"Potassium, K",368,MG,macadamia nut,7.829787234042553
"Zinc, Zn",1.3,MG,macadamia nut,11.818181818181818
Total lipid (fat),75.8,G,macadamia nut,97.17948717948718
Niacin,2.47,MG,macadamia nut,15.437500000000002
Pantothenic acid,0.758,MG,macadamia nut,15.160000000000002
Vitamin B-6,0.275,MG,macadamia nut,16.176470588235293
Protein,8.68,G,macaroni and cheese,17.36
Total lipid (fat),10.5,G,macaroni and cheese,13.461538461538462
"Carbohydrate, by difference",23.1,G,macaroni and cheese,8.4
"Fiber, total dietary",1.2,G,macaroni and cheese,4.285714285714286
"Calcium, Ca",170,MG,macaroni and cheese,13.076923076923078
"Iron, Fe",1.06,MG,macaroni and cheese,5.888888888888889
"Magnesium, Mg",20.0,MG,macaroni and cheese,4.761904761904762
"Phosphorus, P",148,MG,macaroni and cheese,11.84
"Potassium, K",103,MG,macaroni and cheese,2.1914893617021276
"Sodium, Na",358,MG,macaroni and cheese,15.565217391304348
"Zinc, Zn",1.08,MG,macaroni and cheese,9.818181818181818
"Copper, Cu",0.074,MG,macaroni and cheese,8.222222222222221
"Selenium, Se",19.8,UG,macaroni and cheese,36.0
"Vitamin A, RAE",106,UG,macaroni and cheese,11.777777777777777
Vitamin E (alpha-tocopherol),0.51,MG,macaroni and cheese,3.4000000000000004
Vitamin D (D2 + D3),0.5,UG,macaroni and cheese,2.5
"Vitamin C, total ascorbic acid",0.0,MG,macaroni and cheese,0.0
Thiamin,0.192,MG,macaroni and cheese,16.0
Riboflavin,0.206,MG,macaroni and cheese,15.846153846153847
Niacin,1.29,MG,macaroni and cheese,8.0625
Vitamin B-6,0.111,MG,macaroni and cheese,6.529411764705882
Vitamin B-12,0.27,UG,macaroni and cheese,11.250000000000002
"Choline, total",12.2,MG,macaroni and cheese,2.2181818181818183
Vitamin K (phylloquinone),3.1,UG,macaroni and cheese,2.5833333333333335
"Folate, DFE",54.0,UG,macaroni and cheese,13.5
Cholesterol,25.0,MG,macaroni and cheese,8.333333333333332
"Fatty acids, total saturated",5.15,G,macaroni and cheese,25.75
Protein,1.34,G,mandoline,2.68
Total lipid (fat),2.15,G,mandoline,2.7564102564102564
"Carbohydrate, by difference",29.6,G,mandoline,10.763636363636364
"Fiber, total dietary",1.8,G,mandoline,6.42857142857143
"Calcium, Ca",39.0,MG,mandoline,3.0
"Iron, Fe",0.12,MG,mandoline,0.6666666666666666
"Magnesium, Mg",8.0,MG,mandoline,1.9047619047619049
"Phosphorus, P",37.0,MG,mandoline,2.96
"Potassium, K",134,MG,mandoline,2.851063829787234
"Sodium, Na",62.0,MG,mandoline,2.6956521739130435
"Zinc, Zn",0.14,MG,mandoline,1.2727272727272727
"Copper, Cu",0.025,MG,mandoline,2.777777777777778
"Selenium, Se",0.4,UG,mandoline,0.7272727272727273
"Vitamin A, RAE",5.0,UG,mandoline,0.5555555555555556
Vitamin E (alpha-tocopherol),0.25,MG,mandoline,1.6666666666666667
Vitamin D (D2 + D3),0.0,UG,mandoline,0.0
"Vitamin C, total ascorbic acid",3.6,MG,mandoline,4.0
Thiamin,0.038,MG,mandoline,3.166666666666667
Riboflavin,0.084,MG,mandoline,6.461538461538462
Niacin,0.105,MG,mandoline,0.65625
Vitamin B-6,0.045,MG,mandoline,2.6470588235294117
Vitamin B-12,0.08,UG,mandoline,3.3333333333333335
"Choline, total",4.6,MG,mandoline,0.8363636363636363
Vitamin K (phylloquinone),2.1,UG,mandoline,1.7500000000000002
"Folate, DFE",3.0,UG,mandoline,0.75
Cholesterol,2.0,MG,mandoline,0.6666666666666667
"Fatty acids, total saturated",0.64,G,mandoline,3.2
Protein,0.47,G,mango,0.9399999999999998
"Iron, Fe",0.17,MG,mango,0.9444444444444444
"Magnesium, Mg",6.0,MG,mango,1.4285714285714286
"Phosphorus, P",11.0,MG,mango,0.88
"Sodium, Na",2.0,MG,mango,0.08695652173913043
"Copper, Cu",0.061,MG,mango,6.777777777777777
"Manganese, Mn",0.089,MG,mango,3.8695652173913047
